,symbol,timestamp,open,high,low,close,volume,previous_close,high-low,high-pc,low-pc,tr,atr,upperband,lowerband,in_uptrend
0,ZIL/USDT,2021-05-03 19:30:00,0.21681,0.21858,0.21666,0.21752,1817642.2,,0.001920000000000005,,,0.001920000000000005,,,,True
1,ZIL/USDT,2021-05-03 19:45:00,0.21754,0.21827,0.21568,0.21805,1505364.6,0.21752,0.002589999999999981,0.0007500000000000007,0.0018399999999999805,0.002589999999999981,,,,True
2,ZIL/USDT,2021-05-03 20:00:00,0.21805,0.21823,0.21533,0.21693,3464146.5,0.21805,0.0029000000000000137,0.00018000000000001348,0.00272,0.0029000000000000137,,,,True
3,ZIL/USDT,2021-05-03 20:15:00,0.21699,0.21714,0.21361,0.21498,2532241.9,0.21693,0.0035300000000000054,0.00020999999999998797,0.0033200000000000174,0.0035300000000000054,,,,True
4,ZIL/USDT,2021-05-03 20:30:00,0.21482,0.21494,0.21118,0.2137,6724242.0,0.21498,0.0037599999999999856,4.000000000001225e-05,0.003799999999999998,0.003799999999999998,,,,True
5,ZIL/USDT,2021-05-03 20:45:00,0.21382,0.21605,0.213,0.21332,2130959.3,0.2137,0.003049999999999997,0.002349999999999991,0.0007000000000000062,0.003049999999999997,,,,True
6,ZIL/USDT,2021-05-03 21:00:00,0.21322,0.21505,0.21111,0.21139,3077563.5,0.21332,0.003939999999999999,0.0017299999999999816,0.0022100000000000175,0.003939999999999999,0.0031042857142857144,0.22239285714285714,0.20376714285714284,True
7,ZIL/USDT,2021-05-03 21:15:00,0.21139,0.2125,0.21032,0.21224,2746359.4,0.21139,0.0021799999999999875,0.0011099999999999999,0.0010699999999999876,0.0021799999999999875,0.003141428571428569,0.2208342857142857,0.20376714285714284,True
8,ZIL/USDT,2021-05-03 21:30:00,0.21224,0.213,0.21073,0.21299,1107560.9,0.21224,0.0022699999999999942,0.0007599999999999829,0.0015100000000000113,0.0022699999999999942,0.003095714285714285,0.22115214285714285,0.20376714285714284,True
9,ZIL/USDT,2021-05-03 21:45:00,0.21297,0.21342,0.21206,0.21321,1505168.3,0.21299,0.00136,0.00042999999999998595,0.0009300000000000141,0.00136,0.002875714285714283,0.22136714285714285,0.20411285714285712,True
10,ZIL/USDT,2021-05-03 22:00:00,0.21316,0.21358,0.21186,0.21306,1556127.4,0.21321,0.0017199999999999993,0.00036999999999998145,0.0013500000000000179,0.0017199999999999993,0.0026171428571428535,0.22057142857142856,0.20486857142857143,True
